0 0 0
1 121 8192
2 519 8192
3 529 8192
4 560 8192
5 624 8192
6 226 8192
7 493 8192
8 730 8192
9 881 8192
10 1251 8192
11 1966 8192
12 1979 8192
13 3050 8192
14 3433 8192
15 3732 8192
16 3744 8192
17 3764 8192
18 7686 8192
19 7785 8192
20 10857 16384
21 11046 16384
22 13687 16384
23 16165 24576
24 16188 24576
25 16249 24576
26 16953 24576
27 17450 24576
28 17559 24576
29 17743 24576
30 17760 24576
31 17813 24576
32 20146 24576
33 20216 24576
34 23632 32768
35 23648 32768
36 23664 32768
37 23830 32768
38 25305 32768
39 25542 32768
40 25847 32768
41 26441 32768
42 26535 32768
43 26585 32768
44 26738 32768
45 26746 32768
46 27003 32768
47 27121 32768
48 27177 32768
49 27243 32768
50 27281 32768
51 27243 32768
52 27656 32768
53 27742 32768
54 28321 32768
55 28340 32768
56 29335 32768
57 29422 32768
58 29460 32768
59 29487 32768
60 29783 32768
61 30079 32768
62 34050 40960
63 34353 40960
64 34427 40960
65 34567 40960
66 34635 40960
67 34138 40960
68 34193 40960
69 34464 40960
70 34490 40960
71 34580 40960
72 34568 40960
73 35133 40960
74 35171 40960
75 35293 40960
76 37888 40960
77 37972 40960
78 38090 40960
79 38158 40960
80 38072 40960
81 38583 40960
82 38597 40960
83 38729 40960
84 38751 40960
85 39362 40960
86 39374 40960
87 39336 40960
88 40053 49152
89 40310 49152
90 40471 49152
91 40632 49152
92 40333 49152
93 40548 49152
94 40849 49152
95 40904 49152
96 41072 49152
97 41719 49152
98 43897 49152
99 43960 49152
100 46417 49152
101 46436 49152
102 46943 49152
103 48902 57344
104 48930 57344
105 49060 57344
106 49959 57344
107 51143 57344
108 52227 57344
109 52240 57344
110 52202 57344
111 52217 57344
112 52282 57344
113 52496 57344
114 53164 57344
115 53468 57344
116 53536 57344
117 53600 57344
118 53612 57344
119 53682 57344
120 53813 57344
121 53830 57344
122 55002 57344
123 55093 57344
124 51677 57344
125 51686 57344
126 51716 57344
127 52753 65536
128 54841 65536
129 55889 65536
130 55937 65536
131 57147 65536
132 57548 65536
133 57940 65536
134 57955 65536
135 58010 65536
136 57982 65536
137 58032 65536
138 58369 65536
139 58407 65536
140 58801 65536
141 58879 65536
142 59281 65536
143 62012 73728
144 61859 73728
145 62731 73728
146 62637 73728
147 62647 73728
148 64159 73728
149 64760 73728
150 64822 73728
151 64954 73728
152 65226 73728
153 65148 73728
154 66148 73728
155 66208 73728
156 66335 73728
157 67624 73728
158 67639 73728
159 67074 73728
160 67703 73728
161 68088 81920
162 68547 81920
163 68675 81920
164 68804 81920
165 68851 81920
166 69778 81920
167 69923 81920
168 69868 81920
169 69858 81920
170 69911 81920
171 69990 81920
172 70077 81920
173 70415 81920
174 70426 81920
175 70456 81920
176 70789 81920
177 70968 81920
178 71204 81920
179 71223 81920
180 71264 81920
181 71284 81920
182 71349 81920
183 73174 81920
184 73589 81920
185 73739 81920
186 73760 81920
187 73770 81920
188 74791 81920
189 75010 81920
190 75018 81920
191 75646 81920
192 75660 81920
193 75719 81920
194 76630 90112
195 76655 90112
196 77801 90112
197 77821 90112
198 78906 90112
199 78942 90112
200 79616 90112
201 80174 90112
202 80194 90112
203 80914 90112
204 84182 98304
205 84215 98304
206 83043 98304
207 83600 98304
208 83777 98304
209 83844 98304
210 84803 98304
211 84820 98304
212 85404 98304
213 85446 98304
214 85386 98304
215 85561 98304
216 85680 98304
217 85690 98304
218 85591 98304
219 85814 98304
220 88512 98304
221 88648 98304
222 88391 98304
223 88738 98304
224 88757 98304
225 87798 98304
226 87730 98304
227 88013 98304
228 89185 106496
229 92203 106496
230 92960 106496
231 93908 106496
232 95761 106496
233 95816 106496
234 96688 106496
235 96866 106496
236 99358 114688
237 100416 114688
238 100891 114688
239 102453 114688
240 102538 114688
241 102191 114688
242 102279 114688
243 102218 114688
244 101982 114688
245 101083 114688
246 101188 114688
247 101216 114688
248 101236 114688
249 102102 114688
250 102089 114688
251 103525 114688
252 103534 114688
253 103837 114688
254 106218 122880
255 109521 122880
256 109622 122880
257 108975 122880
258 109552 122880
259 110618 122880
260 107546 122880
261 107557 122880
262 108842
